Chromosome,Start_Position,End_Position,Match_Position,Match_End_Position
BX284601.5,4292676,4292725,4292958,4293007
BX284601.5,4292676,4292750,4294174,4294248
BX284601.5,4292676,4292750,4294362,4294436
BX284601.5,4292676,4292725,4294550,4294599
BX284601.5,4292776,4292825,4292870,4292919
BX284601.5,4292776,4292825,4293058,4293107
BX284601.5,4292776,4292825,4294180,4294229
BX284601.5,4292776,4292825,4294368,4294417
BX284601.5,4292826,4292875,4293577,4293626
BX284601.5,4292826,4292875,4293764,4293813
BX284601.5,4292851,4292925,4294161,4294235
BX284601.5,4292851,4292925,4294349,4294423
BX284601.5,4292851,4292900,4294537,4294586
BX284601.5,4292876,4292925,4292970,4293019
BX284601.5,4292951,4293025,4293045,4293119
BX284601.5,4292951,4293025,4294167,4294241
BX284601.5,4292951,4293025,4294355,4294429
BX284601.5,4292951,4293000,4294543,4294592
BX284601.5,4293001,4293050,4293377,4293426
BX284601.5,4293001,4293075,4293564,4293638
BX284601.5,4293001,4293075,4293751,4293825
BX284601.5,4293051,4293125,4294173,4294247
BX284601.5,4293051,4293125,4294361,4294435
BX284601.5,4293051,4293100,4294549,4294598
BX284601.5,4293151,4293275,4293245,4293369
BX284601.5,4293151,4293200,4293339,4293388
BX284601.5,4293151,4293200,4293526,4293575
BX284601.5,4293151,4293200,4293713,4293762
BX284601.5,4293151,4293200,4294273,4294322
BX284601.5,4293151,4293200,4294461,4294510
BX284601.5,4293176,4293250,4293924,4293998
BX284601.5,4293176,4293250,4294017,4294091
BX284601.5,4293176,4293250,4294110,4294184
BX284601.5,4293226,4293275,4293507,4293556
BX284601.5,4293226,4293275,4293694,4293743
BX284601.5,4293226,4293300,4294254,4294328
BX284601.5,4293226,4293300,4294442,4294516
BX284601.5,4293276,4293350,4293930,4294004
BX284601.5,4293276,4293350,4294023,4294097
BX284601.5,4293276,4293350,4294116,4294190
BX284601.5,4293301,4293425,4293488,4293612
BX284601.5,4293301,4293425,4293675,4293799
BX284601.5,4293301,4293350,4293862,4293911
BX284601.5,4293301,4293375,4294235,4294309
BX284601.5,4293301,4293375,4294423,4294497
BX284601.5,4293451,4293650,4293638,4293837
BX284601.5,4293501,4293550,4294154,4294203
BX284601.5,4293501,4293575,4294248,4294322
BX284601.5,4293501,4293575,4294436,4294510
BX284601.5,4293601,4293650,4293881,4293930
BX284601.5,4293601,4293650,4293974,4294023
BX284601.5,4293601,4293650,4294067,4294116
BX284601.5,4293676,4293725,4293863,4293912
BX284601.5,4293676,4293725,4293956,4294005
BX284601.5,4293676,4293725,4294049,4294098
BX284601.5,4293676,4293725,4294142,4294191
BX284601.5,4293676,4293750,4294236,4294310
BX284601.5,4293676,4293750,4294424,4294498
BX284601.5,4293801,4293850,4293894,4293943
BX284601.5,4293801,4293850,4293987,4294036
BX284601.5,4293801,4293850,4294080,4294129
BX284601.5,4293851,4293900,4294224,4294273
BX284601.5,4293851,4293900,4294412,4294461
BX284601.5,4293876,4294100,4293969,4294193
BX284601.5,4293876,4294000,4294062,4294186
BX284601.5,4294051,4294100,4294238,4294287
BX284601.5,4294051,4294100,4294426,4294475
BX284601.5,4294151,4294200,4294245,4294294
BX284601.5,4294151,4294200,4294433,4294482
BX284601.5,4294176,4294400,4294364,4294588
BX284601.5,4294176,4294225,4294552,4294601
BX284601.5,4339151,4339350,4339325,4339524
BX284601.5,4340876,4341500,4343763,4344387
BX284601.5,4340876,4344400,4346803,4350327
BX284601.5,4340876,4344400,4349690,4353214
BX284601.5,4340876,4344400,4352577,4356101
BX284601.5,4340876,4341775,4355464,4356363
BX284601.5,4341526,4342400,4344413,4345287
BX284601.5,4341801,4342275,4356389,4356863
BX284601.5,4342276,4344400,4345316,4347440
BX284601.5,4342326,4342950,4356914,4357538
BX284601.5,4342976,4343025,4357564,4357613
BX284601.5,4344426,4345300,4347466,4348340
BX284601.5,4344426,4345300,4350353,4351227
BX284601.5,4344426,4345300,4353240,4354114
BX284601.5,4344426,4344675,4356127,4356376
BX284601.5,4344701,4345150,4356402,4356851
BX284601.5,4345176,4345300,4345329,4345453
BX284601.5,4345201,4345300,4356902,4357001
BX284601.5,4345326,4353500,4348213,4356387
BX284601.5,4345326,4350600,4351100,4356374
BX284601.5,4345326,4347725,4353987,4356386
BX284601.5,4345351,4346000,4356899,4357548
BX284601.5,4347751,4348200,4356412,4356861
BX284601.5,4348251,4348875,4356912,4357536
BX284601.5,4348901,4348950,4357562,4357611
BX284601.5,4350626,4351075,4356400,4356849
BX284601.5,4351126,4351775,4356900,4357549
BX284601.5,4353526,4353975,4356413,4356862
BX284601.5,4354026,4354650,4356913,4357537
BX284601.5,4354676,4354725,4357563,4357612
BX284601.5,4456376,4456925,4459209,4459758
BX284601.5,4456951,4457300,4459775,4460124
BX284601.5,4494976,4495050,4495002,4495076
BX284601.5,4494976,4495025,4495028,4495077
BX284601.5,4540376,4540425,4541728,4541777
BX284601.5,4540401,4540450,4541519,4541568
BX284601.5,4540401,4540450,4543576,4543625
BX284601.5,4540426,4540500,4544277,4544351
BX284601.5,4540451,4540500,4540477,4540526
BX284601.5,4540451,4540525,4540555,4540629
BX284601.5,4540451,4540500,4540581,4540630
BX284601.5,4540451,4540500,4540659,4540708
BX284601.5,4540451,4540500,4540997,4541046
BX284601.5,4540451,4540500,4541179,4541228
BX284601.5,4540451,4540500,4541439,4541488
BX284601.5,4540451,4540500,4541491,4541540
BX284601.5,4540451,4540500,4541751,4541800
BX284601.5,4540451,4540500,4541881,4541930
BX284601.5,4540451,4540525,4541933,4542007
BX284601.5,4540451,4540500,4541959,4542008
BX284601.5,4540451,4540525,4542037,4542111
BX284601.5,4540451,4540525,4542063,4542137
BX284601.5,4540451,4540525,4542089,4542163
BX284601.5,4540451,4540500,4542115,4542164
BX284601.5,4540451,4540500,4542298,4542347
BX284601.5,4540451,4540525,4542768,4542842
BX284601.5,4540451,4540525,4542794,4542868
BX284601.5,4540451,4540500,4542820,4542869
BX284601.5,4540451,4540500,4543158,4543207
BX284601.5,4540451,4540500,4543548,4543597
BX284601.5,4540451,4540500,4543704,4543753
BX284601.5,4540451,4540525,4544068,4544142
BX284601.5,4540451,4540500,4544094,4544143
BX284601.5,4540451,4540500,4544172,4544221
BX284601.5,4540451,4540500,4544640,4544689
BX284601.5,4540451,4540500,4544692,4544741
BX284601.5,4540451,4540525,4544744,4544818
BX284601.5,4540451,4540500,4544770,4544819
BX284601.5,4540476,4540525,4540996,4541045
BX284601.5,4540476,4540525,4541438,4541487
BX284601.5,4540476,4540525,4542036,4542085
BX284601.5,4540476,4540525,4542297,4542346
BX284601.5,4540476,4540525,4542767,4542816
BX284601.5,4540476,4540525,4543703,4543752
BX284601.5,4540476,4540525,4544067,4544116
BX284601.5,4540501,4540550,4543962,4544011
BX284601.5,4540501,4540575,4544404,4544478
BX284601.5,4540551,4540600,4540655,4540704
BX284601.5,4540551,4540600,4541175,4541224
BX284601.5,4540551,4540600,4541487,4541536
BX284601.5,4540551,4540600,4541747,4541796
BX284601.5,4540551,4540600,4541877,4541926
BX284601.5,4540551,4540625,4541929,4542003
BX284601.5,4540551,4540600,4543154,4543203
BX284601.5,4540551,4540600,4543232,4543281
BX284601.5,4540551,4540600,4543310,4543359
BX284601.5,4540551,4540600,4543544,4543593
BX284601.5,4540551,4540600,4544168,4544217
BX284601.5,4540551,4540600,4544298,4544347
BX284601.5,4540551,4540600,4544636,4544685
BX284601.5,4540551,4540600,4544688,4544737
BX284601.5,4540551,4540650,4544740,4544839
BX284601.5,4540576,4540625,4540992,4541041
BX284601.5,4540576,4540625,4541018,4541067
BX284601.5,4540576,4540625,4541980,4542029
BX284601.5,4540576,4540625,4542058,4542107
BX284601.5,4540576,4540625,4542084,4542133
BX284601.5,4540576,4540625,4542110,4542159
BX284601.5,4540576,4540625,4542136,4542185
BX284601.5,4540576,4540625,4542293,4542342
BX284601.5,4540576,4540625,4542763,4542812
BX284601.5,4540576,4540625,4542789,4542838
BX284601.5,4540576,4540625,4542815,4542864
BX284601.5,4540576,4540625,4544063,4544112
BX284601.5,4540576,4540750,4544089,4544263
BX284601.5,4540601,4540650,4541459,4541508
BX284601.5,4540601,4540650,4541849,4541898
BX284601.5,4540601,4540650,4541901,4541950
BX284601.5,4540601,4540675,4542424,4542498
BX284601.5,4540601,4540650,4543126,4543175
BX284601.5,4540601,4540650,4543516,4543565
BX284601.5,4540601,4540650,4544322,4544371
BX284601.5,4540601,4540675,4544556,4544630
BX284601.5,4540601,4540650,4544660,4544709
BX284601.5,4540601,4540650,4544712,4544761
BX284601.5,4540626,4540675,4543021,4543070
BX284601.5,4540626,4540675,4543047,4543096
BX284601.5,4540626,4540700,4544607,4544681
BX284601.5,4540651,4540700,4541171,4541220
BX284601.5,4540651,4540700,4541483,4541532
BX284601.5,4540651,4540700,4541743,4541792
BX284601.5,4540651,4540700,4541873,4541922
BX284601.5,4540651,4540700,4541925,4541974
BX284601.5,4540651,4540700,4543150,4543199
BX284601.5,4540651,4540700,4543228,4543277
BX284601.5,4540651,4540700,4543306,4543355
BX284601.5,4540651,4540700,4543540,4543589
BX284601.5,4540651,4540700,4544294,4544343
BX284601.5,4540651,4540700,4544684,4544733
BX284601.5,4540651,4540700,4544736,4544785
BX284601.5,4540676,4540725,4540780,4540829
BX284601.5,4540701,4540800,4542524,4542623
BX284601.5,4540726,4540775,4543589,4543638
BX284601.5,4540726,4540775,4543771,4543820
BX284601.5,4540776,4540825,4541010,4541059
BX284601.5,4540776,4540825,4541946,4541995
BX284601.5,4540776,4540825,4541972,4542021
BX284601.5,4540776,4540825,4542050,4542099
BX284601.5,4540776,4540825,4542076,4542125
BX284601.5,4540776,4540825,4542102,4542151
BX284601.5,4540776,4540825,4542128,4542177
BX284601.5,4540776,4540825,4542781,4542830
BX284601.5,4540776,4540825,4542807,4542856
BX284601.5,4540776,4540825,4543717,4543766
BX284601.5,4540776,4540825,4544055,4544104
BX284601.5,4540776,4540825,4544081,4544130
BX284601.5,4540776,4540825,4544185,4544234
BX284601.5,4540776,4540825,4544757,4544806
BX284601.5,4540851,4540900,4541137,4541186
BX284601.5,4540851,4540900,4542986,4543035
BX284601.5,4540851,4540900,4543402,4543451
BX284601.5,4540851,4540900,4543896,4543945
BX284601.5,4540876,4540925,4541110,4541159
BX284601.5,4540901,4540950,4541213,4541262
BX284601.5,4540901,4540950,4541343,4541392
BX284601.5,4540901,4540950,4542698,4542747
BX284601.5,4540926,4541000,4541784,4541858
BX284601.5,4540976,4541050,4542747,4542821
BX284601.5,4541001,4541050,4541495,4541544
BX284601.5,4541001,4541050,4541755,4541804
BX284601.5,4541001,4541050,4541937,4541986
BX284601.5,4541001,4541075,4541963,4542037
BX284601.5,4541001,4541050,4542041,4542090
BX284601.5,4541001,4541050,4542067,4542116
BX284601.5,4541001,4541050,4542093,4542142
BX284601.5,4541001,4541125,4542119,4542243
BX284601.5,4541001,4541050,4542798,4542847
BX284601.5,4541001,4541050,4543552,4543601
BX284601.5,4541001,4541050,4543708,4543757
BX284601.5,4541001,4541050,4544072,4544121
BX284601.5,4541001,4541050,4544176,4544225
BX284601.5,4541001,4541050,4544748,4544797
BX284601.5,4541026,4541075,4543239,4543288
BX284601.5,4541026,4541075,4543317,4543366
BX284601.5,4541126,4541175,4541334,4541383
BX284601.5,4541151,4541200,4543000,4543049
BX284601.5,4541176,4541225,4541488,4541537
BX284601.5,4541176,4541225,4541748,4541797
BX284601.5,4541176,4541225,4541878,4541927
BX284601.5,4541176,4541225,4541930,4541979
BX284601.5,4541176,4541225,4543155,4543204
BX284601.5,4541176,4541225,4543233,4543282
BX284601.5,4541176,4541225,4543311,4543360
BX284601.5,4541176,4541225,4543545,4543594
BX284601.5,4541176,4541225,4544169,4544218
BX284601.5,4541176,4541225,4544299,4544348
BX284601.5,4541176,4541225,4544637,4544686
BX284601.5,4541176,4541225,4544689,4544738
BX284601.5,4541176,4541225,4544741,4544790
BX284601.5,4541201,4541250,4542608,4542657
BX284601.5,4541201,4541250,4543882,4543931
BX284601.5,4541226,4541275,4542711,4542760
BX284601.5,4541351,4541400,4542706,4542755
BX284601.5,4541426,4541475,4541608,4541657
BX284601.5,4541426,4541475,4541686,4541735
BX284601.5,4541426,4541475,4542024,4542073
BX284601.5,4541426,4541475,4542495,4542544
BX284601.5,4541451,4541525,4541893,4541967
BX284601.5,4541451,4541500,4542832,4542881
BX284601.5,4541451,4541500,4543170,4543219
BX284601.5,4541451,4541500,4544106,4544155
BX284601.5,4541451,4541500,4544314,4544363
BX284601.5,4541451,4541500,4544548,4544597
BX284601.5,4541451,4541525,4544652,4544726
BX284601.5,4541451,4541525,4544704,4544778
BX284601.5,4541451,4541500,4544782,4544831
BX284601.5,4541476,4541525,4541866,4541915
BX284601.5,4541476,4541525,4543143,4543192
BX284601.5,4541476,4541525,4543299,4543348
BX284601.5,4541476,4541575,4543533,4543632
BX284601.5,4541476,4541525,4544157,4544206
BX284601.5,4541476,4541525,4544625,4544674
BX284601.5,4541601,4541650,4541679,4541728
BX284601.5,4541601,4541650,4542017,4542066
BX284601.5,4541601,4541650,4542488,4542537
BX284601.5,4541676,4541725,4542014,4542063
BX284601.5,4541676,4541725,4542485,4542534
BX284601.5,4541751,4541800,4541881,4541930
BX284601.5,4541751,4541800,4541933,4541982
BX284601.5,4541751,4541800,4541959,4542008
BX284601.5,4541751,4541800,4542037,4542086
BX284601.5,4541751,4541800,4542063,4542112
BX284601.5,4541751,4541800,4542089,4542138
BX284601.5,4541751,4541800,4542115,4542164
BX284601.5,4541751,4541800,4542298,4542347
BX284601.5,4541751,4541800,4542768,4542817
BX284601.5,4541751,4541800,4542794,4542843
BX284601.5,4541751,4541800,4542820,4542869
BX284601.5,4541751,4541800,4543158,4543207
BX284601.5,4541751,4541800,4543548,4543597
BX284601.5,4541751,4541800,4543704,4543753
BX284601.5,4541751,4541800,4544068,4544117
BX284601.5,4541751,4541800,4544094,4544143
BX284601.5,4541751,4541800,4544172,4544221
BX284601.5,4541751,4541800,4544302,4544351
BX284601.5,4541751,4541800,4544640,4544689
BX284601.5,4541751,4541800,4544692,4544741
BX284601.5,4541751,4541800,4544744,4544793
BX284601.5,4541751,4541800,4544770,4544819
BX284601.5,4541851,4541925,4541903,4541977
BX284601.5,4541851,4541900,4542426,4542475
BX284601.5,4541851,4541925,4543128,4543202
BX284601.5,4541851,4541925,4543518,4543592
BX284601.5,4541851,4541900,4544116,4544165
BX284601.5,4541851,4541900,4544324,4544373
BX284601.5,4541851,4541900,4544558,4544607
BX284601.5,4541851,4542000,4544662,4544811
BX284601.5,4541851,4541925,4544714,4544788
BX284601.5,4541851,4541900,4544792,4544841
BX284601.5,4541876,4541925,4543231,4543280
BX284601.5,4541876,4541925,4543309,4543358
BX284601.5,4541876,4541925,4544167,4544216
BX284601.5,4541876,4541950,4544297,4544371
BX284601.5,4541876,4541975,4544635,4544734
BX284601.5,4541901,4541950,4542424,4542473
BX284601.5,4541901,4541975,4543126,4543200
BX284601.5,4541901,4541975,4543516,4543590
BX284601.5,4541901,4541950,4544114,4544163
BX284601.5,4541901,4541950,4544556,4544605
BX284601.5,4541901,4541950,4544790,4544839
BX284601.5,4541926,4541975,4543229,4543278
BX284601.5,4541926,4541975,4543307,4543356
BX284601.5,4541926,4541975,4544165,4544214
BX284601.5,4541926,4541975,4544295,4544344
BX284601.5,4541926,4541975,4544633,4544682
BX284601.5,4541951,4542000,4541977,4542026
BX284601.5,4541951,4542025,4542055,4542129
BX284601.5,4541951,4542025,4542081,4542155
BX284601.5,4541951,4542050,4542107,4542206
BX284601.5,4541951,4542000,4542133,4542182
BX284601.5,4541951,4542000,4542290,4542339
BX284601.5,4541951,4542025,4542760,4542834
BX284601.5,4541951,4542025,4542786,4542860
BX284601.5,4541951,4542000,4542812,4542861
BX284601.5,4541951,4542025,4544060,4544134
BX284601.5,4541951,4542000,4544086,4544135
BX284601.5,4541976,4542025,4542054,4542103
BX284601.5,4541976,4542025,4542289,4542338
BX284601.5,4541976,4542025,4542369,4542418
BX284601.5,4541976,4542025,4542759,4542808
BX284601.5,4541976,4542025,4544059,4544108
BX284601.5,4541976,4542025,4544761,4544810
BX284601.5,4542001,4542050,4543252,4543301
BX284601.5,4542001,4542050,4543330,4543379
BX284601.5,4542026,4542075,4542497,4542546
BX284601.5,4542026,4542075,4543693,4543742
BX284601.5,4542051,4542150,4542077,4542176
BX284601.5,4542051,4542125,4542103,4542177
BX284601.5,4542051,4542100,4542129,4542178
BX284601.5,4542051,4542125,4542782,4542856
BX284601.5,4542051,4542100,4542808,4542857
BX284601.5,4542051,4542125,4544056,4544130
BX284601.5,4542051,4542100,4544082,4544131
BX284601.5,4542051,4542100,4544186,4544235
BX284601.5,4542051,4542100,4544758,4544807
BX284601.5,4542076,4542150,4542781,4542855
BX284601.5,4542076,4542125,4543717,4543766
BX284601.5,4542076,4542150,4544055,4544129
BX284601.5,4542076,4542125,4544185,4544234
BX284601.5,4542076,4542125,4544757,4544806
BX284601.5,4542101,4542175,4542780,4542854
BX284601.5,4542101,4542150,4543716,4543765
BX284601.5,4542101,4542175,4544054,4544128
BX284601.5,4542101,4542150,4544184,4544233
BX284601.5,4542101,4542150,4544756,4544805
BX284601.5,4542126,4542175,4542779,4542828
BX284601.5,4542126,4542175,4543715,4543764
BX284601.5,4542126,4542175,4544053,4544102
BX284601.5,4542126,4542175,4544183,4544232
BX284601.5,4542126,4542175,4544755,4544804
BX284601.5,4542151,4542200,4543246,4543295
BX284601.5,4542151,4542200,4543324,4543373
BX284601.5,4542226,4542275,4542463,4542512
BX284601.5,4542301,4542350,4542823,4542872
BX284601.5,4542301,4542350,4543161,4543210
BX284601.5,4542301,4542350,4544097,4544146
BX284601.5,4542301,4542350,4544305,4544354
BX284601.5,4542301,4542350,4544643,4544692
BX284601.5,4542301,4542350,4544695,4544744
BX284601.5,4542301,4542350,4544773,4544822
BX284601.5,4542401,4542450,4542739,4542788
BX284601.5,4542426,4542475,4543128,4543177
BX284601.5,4542426,4542475,4543518,4543567
BX284601.5,4542426,4542500,4544116,4544190
BX284601.5,4542426,4542475,4544324,4544373
BX284601.5,4542426,4542500,4544558,4544632
BX284601.5,4542426,4542475,4544662,4544711
BX284601.5,4542426,4542475,4544714,4544763
BX284601.5,4542426,4542475,4544792,4544841
BX284601.5,4542451,4542500,4543023,4543072
BX284601.5,4542451,4542500,4543049,4543098
BX284601.5,4542451,4542500,4544609,4544658
BX284601.5,4542526,4542575,4544216,4544265
BX284601.5,4542551,4542600,4543591,4543640
BX284601.5,4542551,4542600,4543773,4543822
BX284601.5,4542576,4542625,4543980,4544029
BX284601.5,4542576,4542625,4544370,4544419
BX284601.5,4542576,4542625,4544526,4544575
BX284601.5,4542601,4542650,4543875,4543924
BX284601.5,4542626,4542700,4542652,4542726
BX284601.5,4542626,4542675,4542678,4542727
BX284601.5,4542776,4542825,4542802,4542851
BX284601.5,4542776,4542825,4543712,4543761
BX284601.5,4542776,4542825,4544076,4544125
BX284601.5,4542776,4542825,4544180,4544229
BX284601.5,4542776,4542825,4544752,4544801
BX284601.5,4542801,4542850,4543555,4543604
BX284601.5,4542801,4542850,4543711,4543760
BX284601.5,4542801,4542875,4544075,4544149
BX284601.5,4542801,4542850,4544179,4544228
BX284601.5,4542801,4542875,4544751,4544825
BX284601.5,4542826,4542875,4543164,4543213
BX284601.5,4542826,4542875,4544308,4544357
BX284601.5,4542826,4542875,4544646,4544695
BX284601.5,4542826,4542875,4544698,4544747
BX284601.5,4542976,4543025,4543392,4543441
BX284601.5,4543001,4543050,4543131,4543180
BX284601.5,4543001,4543050,4543287,4543336
BX284601.5,4543001,4543050,4543521,4543570
BX284601.5,4543001,4543075,4544119,4544193
BX284601.5,4543001,4543050,4544327,4544376
BX284601.5,4543001,4543100,4544561,4544660
BX284601.5,4543001,4543050,4544665,4544714
BX284601.5,4543001,4543050,4544717,4544766
BX284601.5,4543001,4543050,4544795,4544844
BX284601.5,4543026,4543075,4543052,4543101
BX284601.5,4543026,4543075,4544612,4544661
BX284601.5,4543051,4543100,4544143,4544192
BX284601.5,4543051,4543100,4544585,4544634
